brand,series,model,fuel_type,gear_type,engine_cc,hp
Ford,Kuga,Active X 1.5 Ecoboost 186 8At Fl,Benzin,Manuel,1498.0,
Ford,Tran.Ica3,350Mf Van 10M3 2.0 130 Orta Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Mf Van 10M3 2.0 170 Ortatrendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Van 9.5M3 2.0 130 Orta Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Van 9.5M3 2.0 Hbrt 130 O.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van 11.5M3 2.0 170 Uzuntrend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van 11.5M3 2.0 170Uzuntrendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van 13M3 2.0 170 Uzun Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van 13M3 2.0 170 Uzuntrendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 11M3 2.0 170 Uzun Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 11M3 2.0 165 Uzuntrendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 11M3 2.0 Hibrit170U.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 11M3 2.0 170 Uzun Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 11M3 2.0 170 Uzun Limited,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 12.4M3 2.0 170 Uzuntrend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 12.4M3 2.0 165 U.Trend At,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,350E Van 15.1M3 2.0 170 Jumbotrend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Evan15.1M3 2.0Hibrit170 J.Trend,Benzin,Manuel,,
Ford,Tran.Ica3,350E Van 15.1M3 2.0 170 Jumbodeluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350E Van15.1M3 2.0 165 J.Trend At,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,350Ed Van 15.1M3 2.0 170 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,470Ed Van 15.1M3 2.0 170 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,500Ed Van 15.1M3 2.0 165 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,410L Van 12.4M3 2.0 170 U.Trend Amb,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,410Lvan12.4M3 2.0 165U.Trendatamb,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van C.Kab 5+1 2.0 170 U.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lfvan C.Kab5+1 2.0 170U.Trendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Camlivan 1+1 2.0 165 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Camlivan 1+1 2.0 165 J. Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,410L Camlivan 1+1 2.0 165 U. Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,410L Van12.4M3Awd2.0 170 U.Trendamb,Benzin,Manuel,,
Ford,Tran.Ica3,460Ed Camlivan 1+1 165 Deluxe,Benzin,Manuel,,
Ford,Tran.Ica3,410L Minibus 14+1 2.0 165 U.Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,410L Minibus14+1 2.0 165 U.Lim At,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,440E Minibus 14+1 2.0 165 J.Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Minibus16+1 2.0 165Deluxe Sey,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Minibus 16+1 2.0 165 J.Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Okulminibus 16+1 2.0 165 J.Del,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Minibus 17+1 2.0 165 J.Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,460Ed Minibus 16+1 2.0 165 J.Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,460Ed Minibus16+1 2.0 165 J.Lim.At,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,460Ed Minibus 17+1 2.0 165 J.Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Minibus 16+1 2.0 165 J.Lim At,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,330S Knet 2.0 170 Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,330S Knet 2.0 170 Kisatrend Kasali,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Mf Knet 2.0 170 Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Mf Knet 2.0 170 Ortatrendkasali,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Knet 2.0 170 Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Knet 2.0 170 Uzuntrendkasali,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Knet 2.0 170 Orta Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Knet 2.0 170 Ortatrendkasali,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knet 2.0 170 Uzun Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knet 2.0 170 Uzuntrendkasali,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knet 2.0 165 U.Trend At Kasali,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,350E Knet 2.0 170 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed Knet 2.0 170 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed Knet 2.0 165 Jumbo Trend At,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,350Ed B.Van20M3 2.0 170 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed L.Bvan 21.5M3 2.0 170J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,425Ed Knet 2.0 165 Trend Amb,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Knet C.K 2.0 170 Ortatrendkas,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knet C.K 2.0 170 Uzun Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knet C.K 2.0 170 U.Trendkasa,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350E Knet C.K 2.0 170 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed Knet C.K 2.0 170 J. Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knetc.K2.0 170Awd U.Trendkasa,Benzin,Manuel,,
Ford,Tran.Ica3,500Eld C.K 2.0 165 Super J. Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350E Knet 2.0 165 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350E Knet C.K 2.0 165 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350E Van 15.1M3 2.0 165 Jumbodeluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350E Van15.1M3 2.0 165 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed B.Van 2.0 165 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed Knet 2.0 165 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed Knet C.K 2.0 165 Jumbo Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed L.Bvan 2.0 165 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Ed Van 15.1M3 2.0 165 J.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knet 2.0 165 Uzun Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Knet C.K2.0 165 U.Trendkasali,Benzin,Manuel,,
Ford,Tran.Ica3,350L Knet 2.0 165 Uzun Trend At,Benzin,Otomatik,1984.0,
Ford,Tran.Ica3,350L Knet C.K2.0 165 Uzun Trend,Benzin,Manuel,,
Ford,Tran.Ica3,350L Van 11M3 2.0 165 Uzun Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 11M3 2.0 165 Uzun Limited,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van 11M3 2.0 165 Uzun Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van Y.T12.4M3 2.0 165 U.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lvany.T12.4M3 2.0 165 U.Trendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van C.K7.2M3 2.0 165 U.Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van C.K7.2M3 2.0 165 U.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350L Van Frigo 2.0 165 Uzuntrend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Knet 2.0 165 Uzun Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Knet 2.0 165 Trendkasali,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van 11.5M3 2.0 165Uzuntrend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van C.K7.6M3 2.0 165U.Trendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lfvanc.K7.6M3 2.0 165U.Deluxeat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van Y.T13M3 2.0 165 U.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Lf Van 13M3 2.0 165 U.Trendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Knet 2.0 165 Ortatrend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Knet C.K 2.0 165 Ortatrendkas,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Mf Knet 2.0 165 Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Mf Knet 2.0 165 Trendkas,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350Mf Van 10M3 2.0 165 Ortatrendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,410Lvan Y.T Ark It 2.0 165U.Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,410Lvan Y.T Ark It 2.0 165U.Trendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,500Ed Van 15.1M3 2.0 165 J.Trendat,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Camlivan 1+1 2.0 165 Trend,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Camlivan 1+1 2.0 165 Deluxe,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,440E Okulminibus18+1+1 165Del,Benzin,Manuel,,
Ford,Tran.Ica3,350L Knet 2.0 165 U.Trend Kasali,Benzin,Manuel,1984.0,
Ford,Tran.Ica3,350M Knet 2.0 165 Ortatrendkas,Benzin,Manuel,1984.0,
Ford,Transit,Custom Van 320S Eb Upg 170 Deluxe At,Benzin,Otomatik,,
Ford,Tourneocustom,340L 232 Titaniumplus,Benzin,Manuel,,
Ford,Cekici,F-Max Comfort Plus Gen2,Benzin,Manuel,,
Ford,Cekici,F-Max Midilli Comfort Plus Gen2,Benzin,Manuel,,
Ford,Cekici,F-Max (1350) Comfort Plus Gen2,Benzin,Manuel,,
Ford,Cekici,F-Max Dmo Gen2,Benzin,Manuel,,
Ford,Cekici,F-Max Select Gen2,Benzin,Manuel,,
Ford,Cekici,1845T Gen2,Benzin,Manuel,,
Ford,Cekici,3551T,Benzin,Manuel,,
Ford,Kamyon,3545D 6X4,Benzin,Manuel,,
Ford,Kamyon,3545M 6X4,Benzin,Manuel,,
Ford,Kamyon,3545D 4500Wb 6X4,Benzin,Manuel,,
Ford,Kamyon,4145D 8X4,Benzin,Manuel,,
Ford,Kamyon,4145Xd 8X4,Benzin,Manuel,,
Ford,Kamyon,3545 4500Wb 6X4,Benzin,Manuel,,
Ford,Kamyon,4445Xd 8X4 Gen2,Benzin,Manuel,,
Ford,Kamyon,4445Xd 8X4,Benzin,Manuel,,
Ford,Kamyon,1845 4X2,Benzin,Manuel,,
Ford,Kamyon,2645T Romorkceker 6X2,Benzin,Manuel,,
Ford,Transit,350L Tk Bev 198Kw Trend Kasali At,Elektrik,Otomatik,,
Ford,Transit,350L Tk Bev 198Kw Deluxe Kasali At,Elektrik,Otomatik,,
Ford,Transit,350L Tk Bev 198Kw Deluxe At,Elektrik,Otomatik,,
Ford,Transit,350E Tk Bev 198Kw Trend Kasali At,Elektrik,Otomatik,,
Ford,Transit,350E Tk Bev 198Kw Deluxe Kasali At,Elektrik,Otomatik,,
Ford,Transit,350E Tk Bev 198Kw Deluxe At,Elektrik,Otomatik,,
Ford,Tourneocustom,320L Eb 170 Titanium Plus At,Benzin,Otomatik,,
Ford,E-Transit,Custom Van 320S 160Kw Deluxe,Benzin,Manuel,,
Ford,E-Transit,Custom Van 320S 160Kw Titanium,Benzin,Manuel,,
Ford,Transit,Custom Kombi 320S Upg 150 Deluxe,Benzin,Manuel,,
Ford,Transit,Custom Kombi 320L Upg 170 Deluxe At,Benzin,Otomatik,,
Ford,Transit,Custom Kombi Van 320S Upg 150 Deluxe,Benzin,Manuel,,
Ford,Transit,Custom Kombi Van 320L 170 Deluxe At,Benzin,Otomatik,,
Ford,E-Journey,Courier Kombi 100Kw Titanium,Benzin,Manuel,,
